datetimeUtc,pm25,AQI_pm25,AQI
2024-01-01 00:00:00,60.254067640007406,153.4546819216055,153.4546819216055
2024-01-01 01:00:00,129.88666429784735,189.40828820436798,189.40828820436798
2024-01-01 02:00:00,180.95427575192406,231.17991290731214,231.17991290731214
2024-01-01 03:00:00,167.28556483498562,217.63434353016592,217.63434353016592
2024-01-01 04:00:00,99.75302659981728,173.84929719063274,173.84929719063274
2024-01-01 05:00:00,200.92972853533652,250.9754066566398,250.9754066566398
2024-01-01 06:00:00,69.84060310874234,158.40452636805452,158.40452636805452
2024-01-01 07:00:00,91.25648401285774,169.46225201928377,169.46225201928377
2024-01-01 08:00:00,124.15026766928108,186.44639742670995,186.44639742670995
2024-01-01 09:00:00,246.4378553690166,296.07355036569214,296.07355036569214
2024-01-01 10:00:00,134.77370496989312,191.9316284881429,191.9316284881429
2024-01-01 11:00:00,13.91105096563383,54.80864795347887,54.80864795347887
2024-01-01 12:00:00,180.63360816084068,230.86213421344573,230.86213421344573
2024-01-01 13:00:00,184.31687549204378,234.5122189560794,234.5122189560794
2024-01-01 14:00:00,223.68098523252795,273.52169707727995,273.52169707727995
2024-01-01 15:00:00,212.37826230989162,262.32080048728,262.32080048728
2024-01-01 16:00:00,19.59918986427872,66.77082846994237,66.77082846994237
2024-01-01 17:00:00,219.18982071410989,269.0709935004693,269.0709935004693
2024-01-01 18:00:00,89.60125374147718,168.60760203722214,168.60760203722214
2024-01-01 19:00:00,85.55621170463328,166.51901341967366,166.51901341967366
2024-01-01 20:00:00,187.551142618024,237.71734854038414,237.71734854038414
2024-01-01 21:00:00,246.59194804317264,296.22625481755847,296.22625481755847
2024-01-01 22:00:00,229.96609891977087,279.7501881186919,279.7501881186919
2024-01-01 23:00:00,128.24020050525255,188.55816464444018,188.55816464444018
2024-01-02 00:00:00,120.05223025165762,184.33044554616674,184.33044554616674
2024-01-02 01:00:00,191.3558491151822,241.4877784024328,241.4877784024328
2024-01-02 02:00:00,186.06779496505254,236.2473643797818,236.2473643797818
2024-01-02 03:00:00,125.67598932327357,187.2341778381497,187.2341778381497
2024-01-02 04:00:00,80.27625435932606,163.79279729828215,163.79279729828215
2024-01-02 05:00:00,134.1682391615464,191.61900652176791,191.61900652176791
2024-01-02 06:00:00,102.6061731354026,175.322470849681,175.322470849681
2024-01-02 07:00:00,196.7836661324297,246.86669616727266,246.86669616727266
2024-01-02 08:00:00,152.3186747794825,202.8022903220097,202.8022903220097
2024-01-02 09:00:00,124.99860619044837,186.884422585163,186.884422585163
2024-01-02 10:00:00,220.33254962112952,270.20342755247066,270.20342755247066
2024-01-02 11:00:00,104.71882067249996,176.41330045260798,176.41330045260798
2024-01-02 12:00:00,14.937727870646428,56.96775389105901,56.96775389105901
2024-01-02 13:00:00,70.41663974184628,158.7019530806161,158.7019530806161
2024-01-02 14:00:00,90.98469172127379,169.32191669486213,169.32191669486213
2024-01-02 15:00:00,209.60462376906347,259.5721496810539,259.5721496810539
2024-01-02 16:00:00,131.1998292615745,190.0863185860606,190.0863185860606
2024-01-02 17:00:00,77.78470884865548,162.50633017475363,162.50633017475363
2024-01-02 18:00:00,66.61510399853276,156.73909479376297,156.73909479376297
2024-01-02 19:00:00,139.86040944827306,194.5580617804571,194.5580617804571
2024-01-02 20:00:00,80.16421547881977,163.73494792900073,163.73494792900073
2024-01-02 21:00:00,102.03385235540006,175.02696275463228,175.02696275463228
2024-01-02 22:00:00,60.8299922446596,153.75205079018252,153.75205079018252
2024-01-02 23:00:00,162.71933339159816,213.10924930698917,213.10924930698917
2024-01-03 00:00:00,34.40558622942916,97.90874357261927,97.90874357261927
2024-01-03 01:00:00,122.79061791603286,185.74436541502223,185.74436541502223
2024-01-03 02:00:00,95.00746355219056,171.39900647057257,171.39900647057257
2024-01-03 03:00:00,12.232013680695042,51.277625337084,51.277625337084
2024-01-03 04:00:00,58.3342231507244,152.46340289131186,152.46340289131186
2024-01-03 05:00:00,163.23745195871413,213.62270013926627,213.62270013926627
2024-01-03 06:00:00,48.75754450970174,133.64420507413996,133.64420507413996
2024-01-03 07:00:00,83.89236644256623,165.65991523378025,165.65991523378025
2024-01-03 08:00:00,126.74246771499665,187.78483580647878,187.78483580647878
2024-01-03 09:00:00,80.14455715931595,163.7247976902685,163.7247976902685
2024-01-03 10:00:00,26.307534749522745,80.87850655479033,80.87850655479033
2024-01-03 11:00:00,104.44688594281088,176.27289158269477,176.27289158269477
2024-01-03 12:00:00,68.77721133391965,157.85546212183417,157.85546212183417
2024-01-03 13:00:00,64.66571294201349,155.7325598962978,155.7325598962978
2024-01-03 14:00:00,3.801284005731098,15.83868335721291,15.83868335721291
2024-01-03 15:00:00,14.492433195064658,56.0312972771746,56.0312972771746
