datetimeUtc,o3,co,pm25,pm10,AQI_o3,AQI_co,AQI_pm25,AQI_pm10,AQI
2024-01-01 00:00:00,0.06697907142812135,2.3839697011139203,227.41074509653458,216.88232881582402,90.13163333186304,27.090564785385457,277.2178555010703,131.6286273936907,277.2178555010703
2024-01-01 01:00:00,0.05593680457541464,2.4309244075868266,207.44953540393945,3.9272838515779718,54.06022827968782,27.624140995304845,257.4364765264265,3.63637393664627,257.4364765264265
2024-01-01 02:00:00,0.012861141193898584,3.191365152551051,15.415577616537806,317.5590851591588,11.908464068424616,36.26551309717104,57.97267395752586,181.9635876040281,181.9635876040281
2024-01-01 03:00:00,0.1356021787304716,6.637139899387306,50.26548565167216,10.059820369484177,232.17676270549669,72.37139899387307,137.35722597647919,9.314648490263126,232.17676270549669
2024-01-01 04:00:00,0.0837534901987732,1.8146087448490107,122.9622870918825,403.78646499949224,145.6372156957062,20.620553918738757,185.833003872521,270.9979715210106,270.9979715210106
2024-01-01 05:00:00,0.08671737800417599,11.744729396550659,44.6343455578172,169.40238763316128,152.85008011603284,138.92818635551112,123.4916046398514,108.12845448510004,152.85008011603284
2024-01-01 06:00:00,0.08345908118608632,11.464723955292728,90.39254873770503,37.87020987004102,144.6067841513021,134.19705993425643,169.01617374233453,35.065009138926875,169.01617374233453
2024-01-01 07:00:00,0.08291961941339683,5.8103381380656005,26.598572923343028,99.72642020643153,142.7186679468889,64.103381380656,81.49056108342526,73.13731909207218,142.7186679468889
2024-01-01 08:00:00,0.15645587943073802,5.855602637826534,162.0223026392128,131.95504702005127,254.13970280471344,64.55602637826534,212.4184981109316,89.08886165638901,254.13970280471344
2024-01-01 09:00:00,0.17474764067610804,3.0393479695012,126.53022878393911,201.86030584044127,273.40443007377337,34.53804510796818,187.675249846291,124.19348470890527,273.40443007377337
2024-01-01 10:00:00,0.03966638357205643,12.333043515802315,188.64504580530144,60.77849603010472,36.72813293708929,148.8686663014874,238.80139674399243,53.86006369166799,238.80139674399243
2024-01-01 11:00:00,0.09625138319831601,2.148121221700201,112.89997607944693,406.3450801706255,177.43777772197288,24.410468428411374,180.63750082078926,274.66902807089747,274.66902807089747
2024-01-01 12:00:00,0.07108463863391411,2.9451750899548736,170.9577242939564,287.6519641379405,101.2962352186994,33.4678987494872,221.27342047148832,167.16107315918268,221.27342047148832
2024-01-01 13:00:00,0.021639826699259613,8.660131990284938,157.45428627049992,147.32516689077124,20.036876573388533,92.60131990284938,207.89163504283775,96.69629472371506,207.89163504283775
